"","journal","year","editor_id","first_name","middle_name","last_name","title","category.x","name","unit","city.x","state","country","geo.code_prior_class","geo.code","income_level","region","source.x","unitid","city.y","stabbr","category.y","classification","source.y"
"553","funecol",1987,370,"carol","l","boggs","editorial review board","se","stanford university",NA,NA,"CO","usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"554","funecol",1987,3497,"ward","b","watt","editorial review board","se","stanford university",NA,"stanford",NA,"usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"555","conbio",1991,729,"dennis",NA,"murphy","ae","ae","stanford university","department of biological sciences","stanford","CA","usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"556","ajb",1995,2215,"michele",NA,"holbrook","ae","se","stanford university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"557","conbio",2001,461,"claire",NA,"kremen","se","se","stanford university",NA,"stanford","CA","usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"558","amnat",2002,647,"deborah","m","gordon","editorial.board","se","stanford university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"559","conbio",2003,883,"erica",NA,"fleishman","se","se","stanford university",NA,"stanford","CA","usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"560","ajb",2005,3411,"winslow",NA,"briggs","ae","se","stanford university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"561","conbio",2005,1015,"florenza",NA,"micheli","se","se","stanford university","hopkins marine station","pacific grove","CA","usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"562","bitr",2010,520,"cagan",NA,"sekercioglu","se","se","stanford university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"563","jane",2011,3566,"james","h","jones","ae","se","stanford university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"564","evol",1992,2299,"matthew",NA,"parker","ae","se","suny binghamton",NA,"binghamton","NY","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"565","ajb",1995,3490,"william",NA,"stein","ae","se","suny binghamton",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"566","ecology",1992,2473,"nancy","e","stamp",NA,"se","suny binghamton",NA,"binghamton","NY","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"567","fem",1985,2758,"robert","l","burgess","editorial.advisory.board","se","suny college of environmental science and forestry",NA,"syracuse","NY","usa",NA,"USA","High income: OECD","North America","class","196103","syracuse","ny","16","doctoral","carnegie"
"568","conbio",1989,435,"charles",NA,"hall","se","se","suny college of environmental science and forestry",NA,"syracuse","NY","usa",NA,"USA","High income: OECD","North America","class","196103","syracuse","ny","16","doctoral","carnegie"
"569","bitr",2006,1452,"jose",NA,"fragoso","se","se","suny college of environmental science and forestry",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","196103","syracuse","ny","16","doctoral","carnegie"
"570","fem",2010,2988,"ruth","d","yanai","editorial.advisory.board","se","suny college of environmental science and forestry",NA,"syracuse","NY","usa",NA,"USA","High income: OECD","North America","class","196103","syracuse","ny","16","doctoral","carnegie"
"571","jape",2013,1453,"jacqui",NA,"frair","associate.editor","se","suny college of environmental science and forestry",NA,"syracuse","NY","usa","usa","USA","High income: OECD","North America","class","196103","syracuse","ny","16","doctoral","carnegie"
"572","arees",1987,637,"douglas","j","futuyma","ec","se","suny stony brook","ecology and evolution","stony brook","NY","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"573","evol",1993,3425,"walter",NA,"eanes","ae","se","suny stony brook",NA,"stony brook","NY","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"574","amnat",1998,1173,"gregory","a","wray","editorial.board","se","suny stony brook",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"575","ajb",2006,2817,"r",NA,"geeta","ae","se","suny stony brook",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"576","evol",2007,1758,"john",NA,"true","ae","se","suny stony brook",NA,"stony brook","NY","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"577","ecography",2009,431,"catherine","h","graham","se","se","suny stony brook",NA,"stony brook","NY","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"578","ecology",1988,1575,"jeffrey","s","levinton",NA,"se","suny stony brook",NA,"stony brook","NY","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"579","ecology",1988,1749,"james",NA,"thompson",NA,"se","suny stony brook",NA,"stony brook","NY","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"580","oecol",1995,3123,"samuel","j","mcnaughton","editorial.board","se","syracuse university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","196413","syracuse","ny","15","doctoral","carnegie"
"581","evol",1998,3489,"w","thomas","starmer","ae","se","syracuse university",NA,"syracuse","NY","usa",NA,"USA","High income: OECD","North America","class","196413","syracuse","ny","15","doctoral","carnegie"
"582","evol",2001,3158,"scott",NA,"pitnick","ae","se","syracuse university",NA,"syracuse","NY","usa",NA,"USA","High income: OECD","North America","class","196413","syracuse","ny","15","doctoral","carnegie"
"583","conbio",2008,3017,"steven",NA,"brechin","se","se","syracuse university","maxwell sch citizenship & publ affairs","syracuse","NY","usa",NA,"USA","High income: OECD","North America","class","196413","syracuse","ny","15","doctoral","carnegie"
"584","jecol",2008,1457,"jason",NA,"fridley","se","se","syracuse university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","196413","syracuse","ny","15","doctoral","carnegie"
"585","ecology",1985,2070,"larry","l","wolf",NA,"se","syracuse university",NA,"syracuse","NY","usa",NA,"USA","High income: OECD","North America","class","196413","syracuse","ny","15","doctoral","carnegie"
"586","ecology",1997,1395,"james","s","coleman",NA,"se","syracuse university",NA,"syracuse","NY","usa",NA,"USA","High income: OECD","North America","class","196413","syracuse","ny","15","doctoral","carnegie"
"587","fem",1991,2807,"richard","f","fisher","eic","eic","texas a and m university","department of forest science","college station","TX","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"588","funecol",2007,2365,"mark",NA,"tjoelker","associate editor","ae","texas a and m university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"589","amnat",2008,775,"daniel","l","roelke","editorial.board","se","texas a and m university",NA,"college station","TX","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"590","plantecol",2011,3475,"william","e","rogers","editorial.board","se","texas a and m university",NA,"college station","TX","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"591","jane",2014,3008,"spence",NA,"behmer","ae","se","texas a and m university",NA,"college station",NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"592","ecology",2002,1938,"kirk","o","winemiller",NA,"se","texas a and m university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"593","ecology",2010,1689,"jay","r","rooker",NA,"se","texas a and m university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"594","evol",2008,491,"christopher","c","nice","ae","se","texas state university",NA,"san marcos","TX","usa",NA,"USA","High income: OECD","North America","class","228459","san marcos","tx","16","doctoral","carnegie"
"595","jbiog",2011,1768,"joseph","a","veech","se","se","texas state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","228459","san marcos","tx","16","doctoral","carnegie"
"596","ajb",2013,3590,"noland",NA,"martin","ae","se","texas state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","228459","san marcos","tx","16","doctoral","carnegie"
"597","conbio",1988,854,"eric",NA,"bolen","se","se","texas tech university","range and wildlife management","lubbock","TX","usa",NA,"USA","High income: OECD","North America","class","229115","lubbock","tx","15","doctoral","carnegie"
"598","biocon",2005,2397,"michael","r","willig","eb","se","texas tech university",NA,"lubbock","TX","usa",NA,"USA","High income: OECD","North America","class","229115","lubbock","tx","15","doctoral","carnegie"
"599","jzool",2007,3285,"tigga",NA,"kingston","editorial board","se","texas tech university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","229115","lubbock","tx","15","doctoral","carnegie"
"600","oikos",2007,1909,"kenneth",NA,"schmidt","subject.editor","se","texas tech university",NA,"lubbock","TX","usa",NA,"USA","High income: OECD","North America","class","229115","lubbock","tx","15","doctoral","carnegie"
"601","amnat",2008,3166,"sean","h","rice","editorial.board","se","texas tech university",NA,"lubbock","TX","usa",NA,"USA","High income: OECD","North America","class","229115","lubbock","tx","15","doctoral","carnegie"
"602","leco",2008,2450,"n","e","mclyntre","se","se","texas tech university","department of biological sciences","lubbock","TX","usa",NA,"USA","High income: OECD","North America","class","229115","lubbock","tx","15","doctoral","carnegie"
"603","leco",2014,2449,"n","e","mcintyre","editorial.board","se","texas tech university",NA,"lubbock","TX","usa",NA,"USA","High income: OECD","North America","class","229115","lubbock","tx","15","doctoral","carnegie"
"604","ajb",2007,1647,"jeffrey",NA,"osborn","ae","se","truman state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","178615","kirksville","mo","19","masters","carnegie"
"605","oecol",2003,495,"colin",NA,"orians","editorial.board","se","tufts university",NA,"medford",NA,"usa",NA,"USA","High income: OECD","North America","class","168148","medford","ma","15","doctoral","carnegie"
"606","funecol",2009,3113,"sara","m","lewis","associate editor","ae","tufts university",NA,"medford","MA","usa",NA,"USA","High income: OECD","North America","class","168148","medford","ma","15","doctoral","carnegie"
"607","conbio",2014,1677,"j","michael","reed","se","se","tufts university",NA,"medford","MA","usa",NA,"USA","High income: OECD","North America","class","168148","medford","ma","15","doctoral","carnegie"
"608","bitr",2006,1968,"lee",NA,"dyer","se","se","tulane university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"609","funecol",2006,669,"duncan","j","irschick","associate editor","ae","tulane university",NA,"tulane",NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"610","funecol",2006,2641,"peter","h","niewiarowski","associate editor","ae","university of akron",NA,NA,"OH","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"611","ecology",2005,2895,"randall","j","mitchell",NA,"se","university of akron",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"612","jbiog",2011,2049,"leslie","j","rissler","se","se","university of alabama",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"613","ecology",1995,14,"arthur",NA,"benke",NA,"se","university of alabama",NA,"tuscaloosa","AL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"614","evol",1991,2244,"marcy",NA,"lawton","special.editor","special","university of alabama huntsville",NA,"huntsville","AL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"615","bitr",2002,2869,"robert",NA,"lawton","se","se","university of alabama huntsville",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"616","conbio",2012,3032,"steve",NA,"colt","se","se","university of alaska anchorage",NA,"anchorage","AK","usa",NA,"USA","High income: OECD","North America","class","102553","anchorage","ak","18","masters","carnegie"
"617","oecol",1985,971,"f","stuart","chapin","editorial.board","se","university of alaska fairbanks",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","102614","fairbanks","ak","16","doctoral","carnegie"
"618","biocon",2013,991,"falk",NA,"huettmann","se","se","university of alaska fairbanks",NA,"fairbanks","AK","usa",NA,"USA","High income: OECD","North America","class","102614","fairbanks","ak","16","doctoral","carnegie"
"619","ecology",1996,3401,"w","scott","armbruster",NA,"se","university of alaska fairbanks",NA,"fairbanks","AK","usa",NA,"USA","High income: OECD","North America","class","102614","fairbanks","ak","16","doctoral","carnegie"
"620","ecology",2006,2942,"roger","w","ruess",NA,"se","university of alaska fairbanks",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","102614","fairbanks","ak","16","doctoral","carnegie"
"621","evol",1985,671,"david",NA,"jablonski","ae","se","university of arizona",NA,"tucson","AZ","usa",NA,"USA","High income: OECD","North America","class","104179","tucson","az","15","doctoral","carnegie"
"622","leco",1987,954,"e","h","zube","editorial.board","se","university of arizona",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","104179","tucson","az","15","doctoral","carnegie"
